ORF,Name,YEPD_mean,YEPD_error,YEPD_cv,YEPD_dm,YEPD_note,SD_mean,SD_error,SD_cv,SD_dm,SD_note
YKL006C-A,SFT1,94.5,21.83899893,24.06,-0.27738838,,67.5,22.04225571,,,
YKL006W,RPL14A,4400,159.6172564,9.46,-3.639923724,,3631.5,152.6690139,9.825,-2.416392907,
YKL007W,CAP1,332,26.69669455,18.92,1.02809641,,338,29.88311934,12.8,-1.714415304,
YKL008C,LAC1,344,26.68039156,20.16,2.157635079,,174.5,24.19571964,17.73,1.261900138,
YKL009W,MRT4,461,29.49883855,14.77,-2.059516652,,308,29.18421863,14.325,-0.237962054,
YKL010C,UFD4,94.5,22.02425859,23.09,-0.846249946,,,,,,Failed QC
YKL011C,CCE1,,,,,Abundance Low,,,,,Abundance Low
YKL012W,PRP40,,,,,Abundance Low,,,,,Abundance Low
YKL013C,ARC19,308.5,26.1175505,19.285,0.99760368,,334.540463,28.1789879,15.485,1.061618708,
YKL014C,URB1,237,24.6089684,19.15,0.261419533,,136.5,24.85093016,17.35,0.825782968,
YKL015W,PUT3,,,,,Abundance Low,,,,,Abundance Low
YKL016C,ATP7,233.5,24.27538557,24.89,5.471063048,,291.5,27.24278694,18.42,3.19165119,
YKL017C,HCS1,,,,,Abundance Low,,,,,Abundance Low
YKL018C-A,,62,21.38947536,,,,57.99236225,22.10092501,,,
YKL019W,RAM2,,,,,Abundance Low,,,,,Abundance Low
YKL020C,SPT23,,,,,Abundance Low,,,,,Abundance Low
YKL021C,MAK11,221.5,24.02282194,20.255,0.789765036,,120.5,23.00087544,,,
YKL022C,CDC16,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YKL023W,,45.5,21.33839946,,,,71,23.03760868,16.61,-1.125223998,
YKL024C,URA6,358.5,27.27583598,18.605,0.953785733,,200.448319,24.81770261,17.61,2.292963456,
YKL025C,PAN3,93.5,22.01094893,23.91,-0.131954596,,77,22.97506931,17.32,-0.677383761,
YKL026C,GPX1,,,,,Abundance Low,,,,,Abundance Low
YKL027W,,259,25.03672678,18.955,0.253901615,,264.5,27.73169756,13.8,-1.070324086,
YKL028W,TFA1,183,23.52282821,20.61,0.41191151,,132.5,24.09475061,15.535,-1.017961852,
YKL029C,MAE1,312,26.21416968,22.23,4.222480444,,410.5,31.57736403,17.3,3.045091688,
YKL032C,IXR1,319.5,26.36685613,17.7,-0.281865288,,250.5,26.96460889,15.61,0.472441931,
YKL033W,FMP47,,,,,Abundance Low,,,,,Abundance Low
YKL035W,UGP1,974,44.63725521,15.56,0.378426568,,1055.5,53.4073806,15.815,2.729833246,
YKL038W,RGT1,,,,,Abundance Low,,,,,Abundance Low
YKL040C,NFU1,351,27.09795006,18.93,1.256787708,,288,28.45473882,14.435,-0.304116608,
YKL041W,VPS24,165,22.97261021,22.74,1.775022782,,164,23.88957918,,,
YKL042W,SPC42,,,,,Abundance Low,58,22.82423375,18.165,-0.174743913,
YKL043W,PHD1,,,,,Abundance Low,,,,,Abundance Low
YKL046C,DCW1,403,28.35262425,16.6,-0.687063045,,288.5,28.40778444,13.78,-0.970207338,
YKL047W,,,,,,Abundance Low,,,,,Abundance Low
YKL048C,ELM1,,,,,Abundance Low,,,,,Abundance Low
YKL049C,CSE4,111,22.27984214,,,,161,24.18870555,,,
YKL051W,SFK1,133.5,22.64714366,25.51,3.494695127,,546.5,34.70186514,14.93,0.99022084,
YKL052C,ASK1,192.5,23.7060596,19.775,-0.091720146,,153.5,23.67860144,,,
YKL053C-A,MDM35,101,22.12327389,24.745,2.18189222,,,,,,Abundance Low
YKL054C,DEF1,3520,129.4007215,12.45,-0.875890141,,3119,132.4581652,11.46,-0.865820742,
YKL055C,OAR1,,,,,Abundance Low,,,,,Abundance Low
YKL056C,,6145.5,219.4065207,10.485,-2.33489031,,4668.870877,193.7144313,11.685,-0.417991813,
YKL058W,TOA2,121.5,22.25651811,25.415,2.463435059,,58,22.17030522,,,
YKL059C,MPE1,78,21.78069241,23.215,-2.054954551,,76,23.15304753,18.015,0.208003392,
YKL060C,FBA1,50570.5,1752.374082,11.15,-0.709326421,,36032.5,1407.748912,,,
YKL061W,,87,21.73093349,26.24,0.777899068,,70.26785325,22.06238788,17.975,0.520516836,
YKL063C,,68,21.64044608,22.845,-4.162064316,,156.0299373,24.07223931,13.71,-1.687955854,
YKL064W,MNR2,50,21.39597654,,,,60.1929385,21.98280044,17.985,0.319245636,
YKL065C,YET1,452,29.27373371,19.34,2.247975932,,442,31.28018634,14.555,0.211615951,
YKL067W,YNK1,694,36.2303717,17.52,1.662132306,,654.0445205,37.9958718,14.25,0.719806452,
YKL068W,NUP100,158.5,23.0842423,22.775,1.601631091,,98.4004535,22.77162452,17.575,0.487232249,
YKL069W,,146.5,22.86736253,21.075,-0.303252766,,128.80878,23.16191446,16.45,0.540417578,
YKL071W,,6838,243.203875,12.295,-0.442677965,,5994.5,247.6373896,9.39,-2.630765513,
YKL072W,STB6,,,,,Abundance Low,,,,,Abundance Low
YKL073W,LHS1,,,,,Abundance Low,,,,,Abundance Low
YKL074C,MUD2,,,,,Abundance Low,,,,,Abundance Low
YKL075C,,,,,,Abundance Low,70,23.02311863,16.795,-1.182596358,
YKL077W,,666.5,35.43794187,16.11,0.191531047,,309,28.94010381,13.805,-0.796434677,
YKL078W,DHR2,,,,,Abundance Low,,,,,Abundance Low
YKL079W,SMY1,98.5,22.08507765,25.85,2.374344164,,86.5,23.16791844,18.27,0.444685375,
YKL080W,VMA5,949.5,43.51832405,13.515,-1.668549042,,740,41.09642542,14.14,0.60124786,
YKL081W,TEF4,4954,178.5484516,13.94,0.934006385,,2784,119.0803281,12.19,-0.184698296,
YKL085W,MDH1,383,27.86262901,31.265,13.73700541,,986,51.48234733,18.66,5.475970617,
YKL086W,SRX1,,,,,Abundance Low,69.1419565,22.09599858,19.26,1.694393391,
YKL088W,,183,23.52282821,20.485,0.188485284,,240.5,26.72758337,15.34,0.179356488,
YKL089W,MIF2,55.5,21.48266973,,,,,,,,Abundance Low
YKL091C,,,,,,Abundance Low,56,22.75921721,,,
YKL092C,BUD2,48.5,21.37694073,,,,70.5,22.8452757,16.69,-1.84166347,
YKL094W,YJU3,316.5,26.29831978,17.995,-0.038473409,,277,28.04175486,13.435,-1.38699815,
YKL095W,YJU2,,,,,Abundance Low,,,,,Abundance Low
YKL096W,CWP1,1006,45.63886681,37.875,22.7255905,,661.5,40.77889293,29.055,15.50123609,
YKL096W-A,CWP2,7350,261.1229924,15.605,2.887370637,,4260.3393,178.9034559,,,
YKL101W,HSL1,,,,,Abundance Low,,,,,Abundance Low
YKL102C,,,,,,Failed QC,,,,,Abundance Low
YKL103C,LAP4,71,21.69825106,37.175,9.822042691,,129,24.22196632,34.855,18.21290489,
YKL105C,,,,,,Abundance Low,,,,,Abundance Low
YKL106W,AAT1,102,22.13936795,24.56,1.206929689,,106.5,23.80716186,17.385,0.433968364,
YKL108W,SLD2,,,,,Abundance Low,,,,,Abundance Low
YKL110C,KTI12,83,21.85587464,24.935,0.82107908,,,,,,Abundance Low
YKL112W,ABF1,325.5,26.50582416,18.395,0.598889631,,269,27.52066828,17.175,2.247899373,
YKL113C,RAD27,97,22.06731109,25.88,2.08066988,,75,23.12382138,16.505,-1.395150148,
YKL114C,APN1,,,,,Abundance Low,,,,,Abundance Low
YKL116C,PRR1,113,22.31246016,24.575,1.783602247,,101.5,23.44407872,17.74,0.074245636,
YKL117W,SBA1,2017,78.57350204,12.71,-1.252408308,,1483,69.99724014,10.53,-2.291146978,
YKL119C,VPH2,,,,,Abundance Low,,,,,Abundance Low
YKL120W,OAC1,953,43.64574573,21.405,6.211526983,,613,36.8716048,19.105,5.278133303,
YKL122C,SRP21,276,25.40019271,16.645,-1.849826824,,275.5811545,26.60970362,13.905,-0.726182466,
YKL125W,RRN3,,,,,Abundance Low,,,,,Abundance Low
YKL126W,YPK1,319,26.35527628,17.82,-0.182364921,,308.5,28.62005603,13.875,-0.831464728,
YKL127W,PGM1,174,23.35781429,21.715,1.102276205,,65.5,22.67421679,19.75,1.193236065,
YKL128C,PMU1,201,23.86403662,25.015,5.61436191,,233.5,26.89013741,18.62,3.60250764,
YKL129C,MYO3,218.5,24.20640242,21.71,2.15938369,,260.5,27.31365921,16.115,1.090544515,
YKL130C,SHE2,129,22.57147002,22.195,0.365366767,,106.5,23.80716186,16.45,-0.396019032,
YKL134C,OCT1,,,,,Abundance Low,58,22.5566073,,,
YKL135C,APL2,164,23.17554334,17.97,-2.755809972,,156.5,24.63372553,16.35,0.259951578,
YKL138C,MRPL31,162,23.14321524,22.785,2.044761411,,175.3870465,24.24187219,15.655,0.20034213,
YKL139W,CTK1,52,21.42399118,,,,48,22.39432226,,,
YKL140W,TGL1,,,,,Abundance Low,49.5,22.43748983,,,
YKL142W,MRP8,297,25.86177741,20.86,2.624558349,,433,32.6992219,14.475,0.370442948,
YKL143W,LTV1,255.5,24.97027641,18.57,-0.13805266,,175.5,25.40992167,15.56,-0.04722774,
YKL145W,RPT1,1220.5,52.39592602,12.695,-2.014815647,,762.5,44.08087519,,,
YKL146W,AVT3,63,21.40834701,,,,66.46507775,22.05474521,18.135,0.486267532,
YKL149C,DBR1,,,,,Abundance Low,,,,,Abundance Low
YKL150W,MCR1,,,,,Abundance Low,,,,,Abundance Low
YKL151C,,,,,,Abundance Low,73.5,23.09784863,17.165,-0.587946334,
YKL152C,GPM1,13331.5,467.0622426,10.465,-1.886502794,,11464,462.3019059,9.36,-2.444709268,
YKL154W,SRP102,385.5,27.63432632,15.38,-2.027827918,,287.5,26.91834799,15.115,-0.077072019,
YKL155C,RSM22,53.5,21.44870654,25.175,-1.967712425,,60,22.59282719,,,
YKL156W,RPS27A,4055.5,147.7307443,12.905,-0.269120717,,2829.405629,119.4326463,12.09,-0.257829127,
YKL157W,APE2,364.5,27.41832174,20.52,2.815600403,,289,28.15323212,17.455,2.550294118,
YKL160W,ELF1,275.5,25.40454223,16.905,-1.609034447,,301,40.04633738,13.775,-0.714820508,
YKL162C,,,,,,Abundance Low,,,,,Abundance Low
YKL164C,PIR1,538,31.89388787,42.39,26.44285736,,108.5,23.77885795,58.84,42.25781907,
YKL165C,MCD4,174.5,23.36624051,20.05,-0.271638229,,139.39375,23.53232078,15.98,0.140930079,
YKL166C,TPK3,91.5,21.79518118,22.895,-2.328131042,,57.5,21.87502676,,,
YKL167C,MRP49,229.5,24.43426449,20.08,0.751333333,,299.6457788,27.34383625,13.03,-1.518871692,
YKL168C,KKQ8,,,,,Abundance Low,,,,,Abundance Low
YKL169C,,,,,,No Measurement,,,,,Failed QC/Abundance Low
YKL170W,MRPL38,72,21.69652163,25.64,-0.620579877,,116.618259,22.94344727,15.88,-0.524836168,
YKL173W,SNU114,76.5,21.76029612,26.73,1.16879539,,59.5,22.63604753,,,
YKL175W,ZRT3,,,,,Abundance Low,,,,,Abundance Low
YKL176C,LST4,,,,,Abundance Low,,,,,Abundance Low
YKL179C,COY1,95.5,22.03923586,23.865,0.031858882,,64.5,22.73175865,,,
YKL180W,RPL17A,2481,94.12880825,13.545,-0.162423731,,1832,83.24005713,11.85,-0.814954166,
YKL181W,PRS1,277.5,25.4502668,17.665,-0.74834125,,238.5,26.96686305,14.115,-0.955674128,
YKL182W,FAS1,4903.5,177.231623,14.655,1.638687015,,,,,,Failed QC
YKL183W,LOT5,71.5,21.6917581,25.79,-0.189564517,,49,22.61384798,,,
YKL184W,SPE1,,,,,Abundance Low,54,22.71480718,,,
YKL185W,ASH1,,,,,Abundance Low,,,,,Abundance Low
YKL186C,MTR2,,,,,Failed QC,734.8099563,40.75657108,,,
YKL187C,,,,,,Abundance Low,,,,,Abundance Low
YKL189W,HYM1,52,21.42290689,,,,,,,,Abundance Low
YKL190W,CNB1,304.5,26.02786214,16.92,-1.338388276,,262.6321365,26.2981741,14.27,-0.480207338,
YKL191W,DPH2,214,24.12451035,20.05,0.584765036,,120,23.87501307,17.65,0.803980968,
YKL192C,ACP1,891.5,41.72628157,21.79,6.561177912,,1210.58974,57.76970273,16.92,4.021759166,
YKL193C,SDS22,119,22.40907253,24.09,1.742051625,,150,24.78965027,15.865,-0.139200073,
YKL194C,MST1,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YKL195W,FMP15,99.5,22.10039102,26.08,2.541627179,,151.5,24.78960141,16.1,0.060587326,
YKL197C,PEX1,51.5,21.41580201,,,,60.5,22.66119334,,,
YKL204W,EAP1,200.5,23.86387439,19.08,-0.509437407,,250,27.05708899,15.82,0.734760519,
YKL205W,LOS1,69.5,21.66004779,23.995,-2.095053364,,,,,,Abundance Low
YKL206C,,94,22.01786176,25.77,2.004207842,,85,23.35804958,16.06,-1.231110922,
YKL208W,CBT1,,,,,Abundance Low,,,,,Abundance Low
YKL209C,STE6,269.5,25.2602235,19.625,1.072081612,,168.7271618,24.1107787,20.935,5.102183066,
YKL210W,UBA1,2179,83.96515982,15.515,1.668732362,,1659,76.73685021,13.44,0.70281041,
YKL211C,TRP3,545.5,32.05753866,15.955,-0.421830588,,1056.5,53.73497776,13.95,0.865641997,
YKL212W,SAC1,794,38.79846742,13.96,-1.580039326,,624,37.45662073,13.41,-0.362855182,
YKL213C,DOA1,104,22.17063449,20.44,-2.566466263,,116.5,23.74530907,16.9,0.008029223,
YKL214C,YRA2,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YKL215C,,155.5,23.02425171,23.375,2.299477991,,116.5,23.81071263,18.125,1.14982013,
YKL216W,URA1,3820.5,139.8434506,20.98,7.771302493,,,,,,No Measurement
YKL222C,,,,,,Abundance Low,,,,,Abundance Low
YKR001C,VPS1,647.5,34.54313294,17.115,1.074880705,,471.7312193,32.1793833,,,
YKR002W,PAP1,125.5,22.52139538,22.335,0.123801634,,,,,,Failed QC
YKR003W,OSH6,169,23.26980108,20.31,-0.166951841,,147.5,24.73635595,15.835,-0.211549351,
YKR006C,MRPL13,352.5,27.13422639,18.9,1.141047409,,368,30.70431192,13.325,-1.022241582,
YKR007W,MEH1,222.5,24.29639166,18.53,-0.780973031,,189.5095915,24.45913604,16.535,1.256690802,
YKR008W,RSC4,415.5,28.66381572,15.02,-2.062109626,,291,28.11623534,17.09,2.231940557,
YKR010C,TOF2,,,,,Abundance Low,,,,,Abundance Low
YKR011C,,,,,,Abundance Low,,,,,Abundance Low
YKR013W,PRY2,,,,,Abundance Low,,,,,Abundance Low
YKR014C,YPT52,551.5,31.88155988,15.225,-1.183268979,,503.5,33.24760289,13,-1.097016747,
YKR016W,FMP13,,,,,Abundance Low,,,,,Abundance Low
YKR018C,,325,26.49376549,16.575,-1.254158317,,312.5,28.69603203,14.84,0.157433054,
YKR020W,VPS51,,,,,Abundance Low,90.84611975,22.43156784,16.41,-0.380125124,
YKR021W,,,,,,Abundance Low,,,,,Abundance Low
YKR022C,,,,,,Abundance Low,,,,,Abundance Low
YKR023W,,58.5,21.50921462,,,,51,22.45174883,,,
YKR024C,DBP7,149.5,22.91950105,,,,75.5,22.92941684,16.68,-1.979822024,
YKR025W,RPC37,202,23.88369625,21.255,1.626185579,,139,24.50229419,15.945,-0.189750274,
YKR026C,GCN3,260,24.82775169,17.405,-1.4910803,,147.5,23.56591189,19.555,2.161444613,
YKR027W,FMP50,,,,,Abundance Low,,,,,Abundance Low
YKR029C,SET3,,,,,Abundance Low,48,22.41661818,,,
YKR031C,SPO14,49.5,21.39610181,,,,68,23.22355194,18.575,-0.032752454,
YKR035W-A,DID2,230,24.43712857,19.905,0.655041328,,206.63884,24.90198835,19.525,4.312897078,
YKR036C,CAF4,,,,,Abundance Low,,,,,Abundance Low
YKR037C,SPC34,54,21.45002556,,,,72.5,23.1034184,,,
YKR038C,KAE1,176,23.396924,18.69,-1.606514716,,145,24.70342982,15.355,-0.735048422,
YKR039W,GAP1,,,,,Abundance Low,819.5,44.99145166,26.825,13.36565439,
YKR041W,,,,,,Abundance Low,,,,,Abundance Low
YKR042W,UTH1,,,,,Abundance Low,,,,,Abundance Low
YKR043C,,513,30.87524074,16.99,0.435068622,,248.5,27.34640124,15.415,0.404432471,
YKR044W,UIP5,,,,,Abundance Low,,,,,Abundance Low
YKR045C,,62.5,21.56436088,25.975,-0.707659322,,,,,,Abundance Low
YKR046C,PET10,,,,,Abundance Low,133,24.41295406,23.44,7.096185135,
YKR048C,NAP1,681.5,35.89660871,13.68,-2.185916636,,431.5,32.53996323,12.5,-1.643175094,
YKR049C,FMP46,,,,,Abundance Low,,,,,Abundance Low
YKR052C,MRS4,130,22.40477952,24.785,2.295007707,,89.5,22.7097783,,,
YKR054C,DYN1,,,,,Abundance Low,,,,,Abundance Low
YKR055W,RHO4,,,,,Abundance Low,,,,,Abundance Low
YKR057W,RPS21A,5398.5,193.7668248,9.8,-3.148492602,,3801.305312,157.3424124,,,
YKR059W,TIF1,3514.5,129.255014,11.36,-1.943371221,,2579,111.975339,9.685,-2.754741922,
YKR060W,UTP30,104,21.97926554,21.47,-2.536424584,,75,23.15235453,17.165,-0.678786792,
YKR062W,TFA2,,,,,Failed QC,,,,,Failed QC/Abundance Low
YKR063C,LAS1,,,,,Abundance Low,,,,,Abundance Low
YKR064W,,,,,,Abundance Low,,,,,Abundance Low
YKR065C,FMP18,198.5,23.81610456,20.92,1.009775897,,183.1421918,24.36424516,19.735,4.20100043,
YKR066C,CCP1,132.5,22.63220024,24.8,2.950213755,,111.5,23.91662166,18.19,1.38882984,
YKR067W,GPT2,167.5,23.03155865,22.055,1.105509481,,195.1761798,24.74198986,15.545,0.01100043,
YKR068C,BET3,100.5,22.11639401,21.13,-2.345655836,,88.97536825,22.39702457,17.65,0.870854363,
YKR070W,,,,,,Abundance Low,,,,,Abundance Low
YKR071C,DRE2,212.5,24.0880039,19.63,0.22936191,,154,24.90373537,16.735,0.709765828,
YKR072C,SIS2,277,25.42257718,18.015,-0.518397598,,243.5,26.77317934,15.3,0.196318018,
YKR074W,,103,22.15418675,23.24,0.035061993,,227.863349,25.45149599,16.32,1.316319359,
YKR075C,,,,,,Abundance Low,82.5,23.26464227,18.135,0.829566901,
YKR076W,ECM4,,,,,Abundance Low,,,,,Abundance Low
YKR077W,,,,,,Abundance Low,,,,,Abundance Low
YKR078W,,,,,,Abundance Low,,,,,Abundance Low
YKR079C,TRZ1,77,21.76633081,26.46,0.746148391,,55,22.52845645,,,
YKR080W,MTD1,566,32.2807968,22.095,5.668499778,,1439,68.49369649,13.02,0.173561409,
YKR081C,RPF2,,,,,Failed QC,,,,,No Measurement
YKR082W,NUP133,280.5,25.50403789,,,,197.7647368,24.63185861,,,
YKR083C,DAD2,138,22.72395453,,,,101.359762,22.61438507,,,
YKR084C,HBS1,163.5,23.16974715,20.155,-0.599733954,,141.5,24.18011531,17.375,0.934296483,
YKR085C,MRPL20,105.5,22.19543085,22.525,-0.453918489,,83.910744,22.29683575,17.675,0.454008605,
YKR086W,PRP16,,,,,Failed QC/Abundance Low,,,,,Abundance Low
YKR087C,OMA1,,,,,Failed QC,,,,,Abundance Low
YKR088C,TVP38,234.5,24.52963452,19.38,0.256205057,,171,24.11536486,16.26,-0.332028274,
YKR089C,STC1,,,,,Abundance Low,94.5,23.34589292,17.895,0.409366349,
YKR090W,PXL1,104.5,22.17857181,19.755,-3.39220074,,103,23.45658917,16.88,-0.327257757,
YKR092C,SRP40,879.5,41.74655363,15.115,-0.142812643,,506,35.0572224,13.17,-0.737415492,
YKR093W,PTR2,,,,,Abundance Low,106.5,23.01707101,,,
YKR094C,RPL40B,2718.5,102.1536079,12.225,-1.353542545,,2079,92.78465065,11.82,-0.74418384,
YKR095W,MLP1,133,22.64029144,21.52,-0.37044321,,86.41409575,22.40725276,16.28,-0.659071348,
YKR096W,,,,,,Abundance Low,,,,,Abundance Low
YKR099W,BAS1,,,,,Abundance Low,,,,,Abundance Low
YKR100C,SKG1,158.5,23.07799733,20.515,-0.481176578,,144,24.69710677,15.185,-0.964927831,
YKR103W,NFT1,,,,,Abundance Low,,,,,Abundance Low
YLL001W,DNM1,,,,,Abundance Low,82.54334425,22.32994314,17.515,0.388203333,
YLL002W,RTT109,,,,,Abundance Low,,,,,Abundance Low
YLL003W,SFI1,61,21.54317918,22.74,-4.005928289,,72,22.89223666,,,
YLL006W,MMM1,,,,,Abundance Low,,,,,Abundance Low
YLL007C,,,,,,Abundance Low,,,,,Abundance Low
YLL008W,DRS1,455.5,29.67679397,16.095,-0.81698182,,265,37.05609607,,,
YLL009C,COX17,1195,51.60997086,12.585,-2.160003431,,783.0105325,42.96173933,13.46,0.073637402,
YLL010C,PSR1,179.5,23.23298991,20.79,0.064190028,,109.5,22.87022997,16.805,-1.802752454,
YLL011W,SOF1,405.5,28.41437218,16.595,-0.554192622,,211,25.9775585,16.865,1.400664372,
YLL012W,,144.5,22.83681518,23.65,2.127822288,,81,23.00445352,19.8,1.861462501,
YLL013C,PUF3,204,23.92319112,18.13,-1.630794045,,213,26.06001468,15.155,-0.280500235,
YLL014W,,59,21.35101251,,,,246.8396515,25.81890859,13.615,-1.201092131,
YLL015W,BPT1,54,21.4491092,,,,,,,,Abundance Low
YLL018C,DPS1,1555,63.43510336,12.42,-1.876738186,,1306,62.47206131,12.53,-0.386755892,
YLL018C-A,COX19,343.5,26.9208136,16.035,-1.664916046,,207.706816,25.03703699,14.915,-0.245643512,
YLL022C,HIF1,113.5,22.32205483,22.745,0.0821293,,76.5,23.18117132,16.885,-0.921996608,
YLL023C,,180.5,23.24759839,26.27,5.046588178,,291,26.95779045,20.305,5.112927981,
YLL024C,SSA2,37239.5,1295.273172,14.655,2.714580271,,24135,965.3694896,13.97,2.343483113,
YLL026W,HSP104,2351,89.77437342,22.025,8.229498146,,1931.5,87.10529486,16.255,3.642366998,
YLL027W,ISA1,111,22.28157976,26.84,3.942568524,,313.5,29.01280289,13.9,-0.689268749,
YLL028W,TPO1,414,28.31828737,28.075,10.89830809,,684,39.10909282,21.04,7.322818764,
YLL029W,,249.5,24.83787351,17.81,-1.071102921,,,,,,Failed QC
YLL031C,GPI13,152,22.96486953,19.635,-1.392681316,,133.5,24.15994658,16.86,0.428333333,
YLL032C,,87,21.91196971,24.11,-0.711928317,,77,22.95515359,18.58,0.460115926,
YLL034C,RIX7,102,22.14041716,22.04,-1.10720074,,48,22.39432226,,,
YLL036C,PRP19,108,22.23223194,23.245,0.040061993,,91.5,23.23410105,18.015,0.449393391,
YLL038C,ENT4,165.5,23.20226932,21.065,0.324761411,,141,24.59782059,15.425,-0.77132188,
YLL039C,UBI4,101.5,22.13588369,34.165,10.49821972,,64,22.91559653,20.03,1.780702377,
YLL040C,VPS13,153.5,22.99049326,21.265,0.284460965,,151.1149073,23.67835212,15.325,-0.470827202,
YLL041C,SDH2,174,23.13136058,24.54,3.696862848,,404,30.24735251,17.12,2.605584696,
YLL043W,FPS1,172,23.09683032,20.495,-0.348137152,,128.3291258,23.24900789,16.285,0.119752544,
YLL045C,RPL8B,6189,220.9964125,12.58,-0.22324684,,5134,212.6382624,9.21,-2.873201751,
YLL048C,YBT1,327,26.53844382,19.205,1.34228098,,204.1421918,24.93174426,16.205,0.935148004,
YLL051C,FRE6,,,,,Abundance Low,,,,,Abundance Low
YLL052C,AQY2,,,,,Abundance Low,,,,,Abundance Low
YLL054C,,,,,,Abundance Low,,,,,Abundance Low
YLL055W,,,,,,Abundance Low,,,,,Abundance Low
YLL060C,GTT2,,,,,Abundance Low,,,,,Abundance Low
YLL061W,MMP1,46,21.35113804,,,,,,,,Abundance Low
YLL062C,MHT1,,,,,Abundance Low,,,,,Abundance Low
YLR001C,,,,,,Abundance Low,73,22.88702841,17.95,-0.657752454,
YLR002C,NOC3,282.5,25.54291617,16.94,-1.32994783,,181.5,25.27914881,15.815,0.013069878,
YLR003C,,,,,,Abundance Low,,,,,Abundance Low
YLR005W,SSL1,,,,,Abundance Low,,,,,Abundance Low
YLR006C,SSK1,,,,,Abundance Low,54.5,22.52029801,,,
YLR011W,LOT6,,,,,Abundance Low,,,,,Abundance Low
YLR015W,BRE2,,,,,Abundance Low,,,,,Abundance Low
YLR016C,,,,,,Abundance Low,,,,,Abundance Low
YLR017W,MEU1,90,21.95661237,24.08,0.509901838,,113,23.92476152,17.485,0.627598176,
YLR018C,POM34,228,24.16843013,18.57,-0.923398774,,174,24.10748301,16.54,-0.112278145,
YLR020C,,80,21.81413872,25.84,0.754556305,,85,23.12098157,18.215,0.532087383,
YLR022C,,270.5,25.28883282,17.145,-1.394886907,,184.5,25.60274811,15.2,-0.391220743,
YLR023C,IZH3,,,,,Abundance Low,,,,,Abundance Low
YLR024C,UBR2,,,,,Abundance Low,,,,,Abundance Low
YLR025W,SNF7,162,22.9417876,21.365,-0.194136736,,177.5,24.32700677,,,
YLR028C,ADE16,623.5,34.21945891,14.875,-1.157904986,,596,37.46411538,12.5,-1.270764504,
YLR032W,RAD5,,,,,Abundance Low,,,,,Abundance Low
YLR033W,RSC58,125.5,22.51441229,22.83,0.793450718,,90,23.23169621,16.99,-0.559366257,
YLR034C,SMF3,208,24.00012465,20.895,1.285944402,,62,22.91368368,18.98,0.730702377,
YLR035C,MLH2,,,,,Abundance Low,,,,,Abundance Low
YLR035C-A,,,,,,Abundance Low,,,,,Abundance Low
YLR036C,,,,,,Abundance Low,,,,,Abundance Low
YLR038C,COX12,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YLR039C,RIC1,,,,,Abundance Low,,,,,Abundance Low
YLR042C,,,,,,Abundance Low,47.8834595,21.68967514,18.17,-0.146804455,
YLR043C,TRX1,962,44.26788276,15.38,0.243993846,,911,47.35363068,14.67,1.323875597,
YLR044C,PDC1,54803,1902.634439,11.45,-0.392547837,,52313,2041.037119,11.665,0.159735059,
YLR045C,STU2,87.5,21.919892,21.425,-2.762124505,,86,23.15615923,17.085,-0.685814533,
YLR048W,RPS0B,6565.5,233.9380999,,,,5743,236.8376146,9.305,-2.7328987,
YLR050C,,67.5,21.63269679,25.37,-2.054926019,,129.533289,23.16231297,16.535,0.551559067,
YLR051C,,149,22.91176843,20.91,-0.165522009,,61.5,22.8506899,19.25,0.955914077,
YLR052W,IES3,114,22.32924479,25.03,2.159352874,,72,23.07833202,17.075,-0.902596358,
YLR055C,SPT8,,,,,Abundance Low,,,,,Abundance Low
YLR056W,ERG3,1138,49.79664454,14.77,-0.118280255,,468.5,32.21803533,15.175,0.968333333,
YLR058C,SHM2,2171.5,83.71038972,14.105,0.222036243,,4364,181.0964342,9.98,-2.166715514,
YLR059C,REX2,295,25.82815327,20.295,2.16006409,,169,25.24896267,17.355,1.613019003,
YLR060W,FRS1,1321,55.62395876,16.225,1.631463672,,1242.5,60.52170356,13.195,0.233387944,
YLR061W,RPL22A,10117,356.188242,9.395,-3.11054237,,7575,307.0449377,8.895,-3.039951621,
YLR063W,,84.5,21.87757035,22.535,-1.764328596,,,,,,Abundance Low
YLR064W,,457.5,29.75048108,16.955,0.096453443,,447,33.27460608,12.685,-1.383897275,
YLR065C,,70,21.67594996,24.105,-2.453425218,,112.635253,23.22193497,,,
YLR066W,SPC3,140.5,22.55515613,25.485,2.771239737,,101.5,22.62949869,,,
YLR067C,PET309,,,,,No Measurement,,,,,Failed QC
YLR068W,FYV7,79.5,21.80235366,23.135,-1.397848798,,,,,,Abundance Low
YLR069C,MEF1,74.5,21.73559252,23.165,-2.011776551,,238.5,26.70887555,15.215,-0.01334881,
YLR071C,RGR1,56,21.47555689,,,,,,,,Abundance Low
YLR072W,,,,,,Abundance Low,,,,,Abundance Low
YLR073C,,87,30.9881663,23.23,-1.383539757,,,,,,Abundance Low
YLR074C,BUD20,282.5,25.54193677,18.15,-0.214559005,,158.8360645,23.77604575,16.89,1.182873574,
