ORF,Name,YEPD_mean,YEPD_error,YEPD_cv,YEPD_dm,YEPD_note,SD_mean,SD_error,SD_cv,SD_dm,SD_note
YNL207W,RIO2,323.5,26.46268887,15.595,-2.272556038,,213,26.35884955,14.675,-0.590643273,
YNL209W,SSB2,7400.5,262.5569125,11.525,-1.172808888,,5151.5,210.8078873,15.95,3.870595352,
YNL211C,,,,,,Abundance Low,,,,,Abundance Low
YNL212W,VID27,201,23.63046244,18.865,-1.122985345,,143.859762,23.5840425,16.655,0.692049189,
YNL213C,,,,,,Abundance Low,,,,,Abundance Low
YNL214W,PEX17,,,,,Abundance Low,,,,,Abundance Low
YNL215W,IES2,77,30.78220154,,,,109,23.8707905,15.765,-1.025125124,
YNL216W,RAP1,220,24.24103524,19.52,0.209026969,,162.5,24.84328635,17.655,1.474288621,
YNL217W,,,,,,Abundance Low,,,,,Abundance Low
YNL218W,MGS1,,,,,Abundance Low,,,,,Abundance Low
YNL219C,ALG9,223,24.05038953,20.28,0.611239255,,199,24.77356809,16.075,-0.13708129,
YNL220W,ADE12,1235,52.94381171,12.665,-2.014580684,,1855,84.0551733,9.96,-2.666671756,
YNL221C,POP1,,,,,Abundance Low,,,,,Abundance Low
YNL223W,ATG4,,,,,Abundance Low,,,,,Abundance Low
YNL224C,,62.5,21.56822744,21.995,-4.750928289,,,,,,Abundance Low
YNL225C,CNM67,,,,,Abundance Low,,,,,Abundance Low
YNL227C,JJJ1,,,,,Abundance Low,,,,,Abundance Low
YNL229C,URE2,254.5,24.94211364,17.885,-0.908071466,,158.5,25.06653566,16.545,0.53381941,
YNL230C,ELA1,,,,,Abundance Low,,,,,Abundance Low
YNL231C,PDR16,825.5,40.11370923,14.99,-0.449298332,,617,38.68029628,12.485,-1.188333856,
YNL232W,CSL4,230.5,24.4470832,18.63,-0.461158342,,180.5,25.53330284,13.455,-2.179303187,
YNL233W,BNI4,,,,,Abundance Low,53,22.50646347,,,
YNL234W,,,,,,Abundance Low,,,,,Abundance Low
YNL236W,SIN4,48.5,21.38072975,,,,,,,,Abundance Low
YNL238W,KEX2,216.5,23.93095782,19.38,-0.160996369,,165.982307,23.96282824,16.41,0.979248493,
YNL239W,LAP3,124.5,22.49689212,24.215,1.89020191,,163,24.76272268,18.605,2.614669534,
YNL241C,ZWF1,634,34.51356597,17.65,1.643855762,,652.5,39.28629037,14.89,1.306967354,
YNL242W,ATG2,,,,,Abundance Low,,,,,Abundance Low
YNL243W,SLA2,543.5,32.00495177,15.12,-1.297360052,,447.2276323,31.76962464,13.82,-0.148103799,
YNL245C,CWC25,65.5,21.60442897,25.63,-0.516244247,,,,,,Abundance Low
YNL246W,VPS75,97,22.0659075,23.8,0.293106903,,95.5,23.59600831,17.11,-0.043254314,
YNL247W,,522,31.42409031,15.09,-1.437980648,,458,44.14957045,,,
YNL248C,RPA49,451.5,29.62516827,16.49,-0.305278169,,,,,,Failed QC
YNL250W,RAD50,,,,,Abundance Low,,,,,Abundance Low
YNL251C,NRD1,534.5,31.78477835,14.615,-1.874515015,,485.5,33.82956013,12.46,-1.534642398,
YNL252C,MRPL17,,,,,Abundance Low,,,,,Abundance Low
YNL254C,,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YNL255C,GIS2,2362,90.11042091,11.77,-1.976244305,,1621.308251,72.94456104,11.4,-1.29713554,
YNL256W,FOL1,,,,,Abundance Low,,,,,Abundance Low
YNL257C,SIP3,,,,,Abundance Low,219.5,26.17679185,15.155,-0.206401686,
YNL258C,DSL1,112.5,22.30673342,20.36,-2.510647126,,126.5,24.03821961,15.91,-0.804609699,
YNL259C,ATX1,89.5,21.94938176,24.705,0.36761162,,79.961726,22.25551525,17.145,-0.062257757,
YNL261W,ORC5,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YNL262W,POL2,78.5,21.79213387,23.375,-2.18620461,,66.5,23.18253426,,,
YNL264C,PDR17,50.5,21.40283754,,,,,,,,Abundance Low
YNL265C,IST1,145,22.84449496,20.615,-0.591646057,,121.5,24.12154762,14.88,-1.731887445,
YNL267W,PIK1,,,,,Abundance Low,,,,,Abundance Low
YNL268W,LYP1,883,41.46648264,13.745,-1.557540412,,500,33.20374479,16.355,2.156706668,
YNL271C,BNI1,59,21.51739592,24.875,-2.622873904,,,,,,Abundance Low
YNL272C,SEC2,158,22.85402264,20.325,-1.018215128,,119.5,23.53179224,16.31,-1.590150148,
YNL273W,TOF1,,,,,Abundance Low,,,,,Abundance Low
YNL274C,,,,,,Abundance Low,102,23.73364011,22.46,5.346299671,
YNL275W,,50.5,21.2428479,,,,48,21.98759471,,,
YNL277W,MET2,,,,,Abundance Low,,,,,Abundance Low
YNL278W,CAF120,65,21.59796295,24.37,-2.312659322,,84.5,23.12107559,18.185,0.467354448,
YNL279W,PRM1,,,,,Abundance Low,,,,,Abundance Low
YNL280C,ERG24,775,38.34263739,,,,516,34.19228981,,,
YNL281W,HCH1,912,42.72689154,14.11,-1.143631412,,796.1297258,43.02843844,13.045,-0.243965231,
YNL282W,POP3,194.5,23.740908,18.805,-1.529279528,,50.28484725,21.7195848,17.57,-0.467487281,
YNL283C,WSC2,165.5,23.20226932,23.25,2.406862848,,133.5,23.28793108,18.49,1.066205829,
YNL284C,MRPL10,250,24.85250926,22.995,4.136197087,,214,26.34256779,14.79,-0.522678406,
YNL286W,CUS2,,,,,Abundance Low,,,,,Abundance Low
YNL287W,SEC21,1389,57.82132095,11.42,-3.072329715,,940.3781675,48.52118033,11.21,-1.939480439,
YNL288W,CAF40,359.5,27.3039476,15,-2.511558986,,283,28.33551095,14.38,-0.392708897,
YNL290W,RFC3,171,23.30180019,21.08,0.629493805,,150,23.87842681,16.59,-0.290376978,
YNL292W,PUS4,,,,,Abundance Low,,,,,Abundance Low
YNL293W,MSB3,,,,,Abundance Low,50,22.43793435,,,
YNL297C,MON2,103,22.16192838,23.295,-0.028,,115,24.22019976,16.695,-0.244071348,
YNL298W,CLA4,82,21.84030802,23.665,-1.652255042,,,,,,Failed QC
YNL299W,TRF5,,,,,Abundance Low,,,,,Abundance Low
YNL300W,,1084,47.75207499,15.305,0.250122331,,587.5,36.61849734,,,
YNL301C,RPL18B,2279,87.32061751,16.08,2.296270291,,2109,93.97096415,11.77,-0.772162398,
YNL302C,RPS19B,3231.5,119.5729885,12.97,-0.42280467,,2532,109.9574178,,,
YNL304W,YPT11,,,,,Abundance Low,,,,,Abundance Low
YNL305C,,,,,,Abundance Low,,,,,Abundance Low
YNL306W,MRPS18,,,,,Abundance Low,49.5,22.65178292,,,
YNL307C,MCK1,447,29.45995453,14.09,-2.789143709,,441.5,33.02439229,11.62,-2.457687241,
YNL308C,KRI1,3928.5,143.3511596,14.8,1.58467791,,2292,99.98124038,13.43,0.934038398,
YNL309W,STB1,57,21.48969707,,,,,,,,Abundance Low
YNL310C,FMP28,142.5,22.79896531,19.82,-1.540688006,,170.9176828,24.08301953,15.62,0.136107159,
YNL311C,,,,,,Abundance Low,,,,,Abundance Low
YNL312W,RFA2,,,,,Failed QC,,,,,Failed QC
YNL313C,,438.5,29.24295334,16.855,-0.105806252,,298.5,28.36496428,15.43,0.682575229,
YNL315C,ATP11,111.5,22.29220307,,,,95,23.56139959,16.76,-0.302175646,
YNL316C,PHA2,,,,,Abundance Low,,,,,Abundance Low
YNL317W,PFS2,54,21.44877597,,,,64.5,22.90188386,17.825,-0.253313397,
YNL322C,KRE1,987.5,45.06190491,13.66,-1.466518495,,603.5,38.35152712,10.835,-2.880225309,
YNL323W,LEM3,266,24.93007509,19.64,0.766352447,,179.5,24.32339109,18.46,1.838099709,
YNL325C,FIG4,,,,,Abundance Low,,,,,Abundance Low
YNL326C,,48.5,21.3775537,,,,70,22.07341635,,,
YNL327W,EGT2,698.5,36.38159086,15.855,-0.201473906,,468.5,33.74378097,14.265,0.154367529,
YNL328C,MDJ2,58.5,21.34424648,,,,,,,,Abundance Low
YNL329C,PEX6,,,,,Abundance Low,85.8494715,22.39234615,16.405,-0.475376978,
YNL330C,RPD3,122.5,22.46425024,27.805,5.548786127,,135.5,24.40588178,15.315,-1.054700821,
YNL336W,COS1,197.5,23.56027361,21.26,1.203650071,,153.5,23.74914781,17.015,0.015362963,
YNR001C,CIT1,356,27.22655986,23.48,5.806787708,,1148,57.80055997,17.49,4.44930163,
YNR004W,,,,,,Failed QC/Abundance Low,,,,,Abundance Low
YNR006W,VPS27,73,21.72258584,25.375,-0.550243126,,,,,,Abundance Low
YNR007C,ATG3,48.5,21.37643919,,,,,,,,Abundance Low
YNR009W,,,,,,Abundance Low,,,,,Abundance Low
YNR010W,CSE2,,,,,Abundance Low,,,,,Abundance Low
YNR011C,PRP2,,,,,Abundance Low,,,,,Abundance Low
YNR012W,URK1,,,,,Abundance Low,,,,,Abundance Low
YNR013C,PHO91,214,23.87440485,18.285,-1.314229028,,96.63860475,22.59702756,17.025,0.278405942,
YNR014W,,111.5,22.28787418,26.4,3.608602247,,155.5,24.90049106,18.445,2.624612904,
YNR015W,SMM1,123,22.47404513,24.515,2.303801634,,71,23.08571621,16.85,-1.107981771,
YNR016C,ACC1,1573.5,64.06368139,15.445,1.14691078,,1432,72.09873322,12.89,0.071393019,
YNR017W,MAS6,270,25.0230795,18.55,-0.029195044,,172.5,24.12823891,,,
YNR018W,,125.5,22.51964981,23.975,2.104944138,,157,25.09525938,,,
YNR019W,ARE2,82,21.66505198,27.42,1.601609911,,,,,,Abundance Low
YNR021W,,931.5,43.4440992,13.565,-1.62449421,,707.5,41.6093197,11.315,-2.205201046,
YNR022C,MRPL50,200.5,23.85578623,19.48,-0.291209379,,281.244391,26.83560251,13.6,-1.036217632,
YNR023W,SNF12,,,,,Abundance Low,57.5,22.5696383,,,
YNR024W,,52,21.26491698,,,,49.6589505,21.73715283,17.85,-0.466804455,
YNR026C,SEC12,156.5,22.82425338,23.19,1.722516566,,75.5,22.1922687,,,
YNR027W,BUD17,64,21.59371556,25.435,-1.123425218,,63.5,22.9201376,17.36,-0.84535175,
YNR028W,CPR8,153,22.77528374,21.215,-0.076339851,,,,,,Abundance Low
YNR029C,,82,21.83856255,23.99,-0.789465445,,65.5,22.95641932,18.88,0.422115798,
YNR030W,ECM39,156,22.8166712,23.385,1.555366767,,119.5,23.04650321,18.005,-0.602752454,
YNR031C,SSK2,,,,,Abundance Low,,,,,Abundance Low
YNR032W,PPG1,48.5,21.3775537,,,,,,,,Abundance Low
YNR033W,ABZ1,69,21.65769652,22.675,-3.415053364,,54.5,22.54460939,,,
YNR034W,SOL1,202,23.64865399,19.145,-0.754285714,,228.5,26.7265598,14.48,-0.708102081,
YNR034W-A,,76.5,21.75969392,31.275,4.654836495,,123.7508593,23.22022944,22.835,6.598995165,
YNR035C,ARC35,1687.5,67.73837726,,,,993,52.60587188,,,
YNR038W,DBP6,312,25.9171883,17.925,-0.182788634,,117,23.7323797,17.85,0.862630574,
YNR039C,ZRG17,66,21.44237412,,,,,,,,Abundance Low
YNR040W,,,,,,Abundance Low,72.5,22.47406302,,,
YNR041C,COQ2,,,,,Abundance Low,,,,,Abundance Low
YNR043W,MVD1,833.5,40.40843592,14.425,-1.007121264,,417.5,32.18260581,13.035,-1.154990499,
YNR044W,AGA1,93,22.00157053,47.775,22.31289907,,73,22.85372416,,,
YNR045W,PET494,,,,,Abundance Low,,,,,Abundance Low
YNR046W,,587.5,33.28891923,14.995,-1.13628387,,306.7546815,27.44061575,,,
YNR047W,,113.5,22.32264185,22.025,-0.587658166,,154,24.65619029,16.555,0.382038761,
YNR048W,,80,21.81225463,29.05,3.48879539,,176,25.44475007,15.02,-0.636329907,
YNR049C,MSO1,,,,,Failed QC,,,,,Abundance Low
YNR050C,LYS9,936.5,43.49211291,20.67,5.428832414,,7745.5,313.2580603,10.185,-1.744630337,
YNR051C,BRE5,534.5,31.76149565,15.835,-0.614568368,,449.5,32.76165068,13.405,-0.678592944,
YNR052C,POP2,264,25.14357753,19.3,0.653835953,,212.5,26.29187278,14.945,-0.255047954,
YNR053C,NOG2,1096.5,48.4595064,13.4,-1.475131269,,901,48.41811993,11.675,-1.559685404,
YNR054C,,159,23.1048877,26.62,5.894190028,,122.5,24.16494462,15.53,-0.975311007,
YNR055C,HOL1,97,21.87708029,25.015,0.482151202,,89.5,22.73480924,,,
YNR056C,BIO5,,,,,Abundance Low,,,,,Abundance Low
YNR061C,,,,,,Abundance Low,,,,,Abundance Low
YNR067C,DSE4,60.5,21.53600336,26.405,-0.092429281,,,,,,Abundance Low
YNR075W,COS10,,,,,Abundance Low,,,,,Abundance Low
YOL001W,PHO80,,,,,Abundance Low,,,,,Abundance Low
YOL004W,SIN3,,,,,Abundance Low,,,,,Abundance Low
YOL005C,RPB11,664.5,35.02597349,16.8,0.827104542,,403.2786143,30.31225061,,,
YOL006C,TOP1,67,21.62654218,22.515,-4.55944985,,69.5,22.80397314,17.745,-0.837125411,
YOL007C,,275.5,25.38957956,21.73,3.144190797,,,,,,Abundance Low
YOL009C,MDM12,,,,,Abundance Low,,,,,Abundance Low
YOL010W,RCL1,333,26.68738934,17.265,-0.390595534,,201.5,26.17009245,14.73,-0.658726196,
YOL011W,PLB3,56.5,21.32637943,,,,95.36311375,22.53922125,21.465,4.257742243,
YOL012C,HTZ1,581.5,33.06389349,14.745,-1.524147553,,535.0033585,34.35484173,13.63,-0.12832824,
YOL013C,HRD1,,,,,Abundance Low,,,,,Abundance Low
YOL016C,CMK2,209.5,24.0323038,23.12,3.559729817,,195,25.9559467,16.24,0.741259675,
YOL017W,ESC8,,,,,Abundance Low,,,,,Abundance Low
YOL019W,,149.5,22.705573,25.135,3.423897501,,,,,,Abundance Low
YOL020W,TAT2,512.5,30.84975606,15.785,-0.794800052,,298,27.33044457,15.285,0.225141915,
YOL021C,DIS3,170,32.92800983,18.765,-1.408984803,,125.5,24.012265,17.45,0.787481017,
YOL022C,,94,22.02529976,24.475,0.709207842,,,,,,Abundance Low
YOL023W,IFM1,,,,,Failed QC,239.5,26.77205722,15.35,0.223832773,
YOL027C,MDM38,295,25.86686677,19.54,1.21730762,,359.5,30.1621668,14.615,0.131791545,
YOL028C,YAP7,,,,,Abundance Low,,,,,Abundance Low
YOL030W,GAS5,107,22.21647325,24.535,1.528533737,,,,,,Abundance Low
YOL031C,SIL1,47.5,21.36774399,,,,,,,,Abundance Low
YOL032W,,,,,,Abundance Low,,,,,Abundance Low
YOL033W,MSE1,,,,,Abundance Low,,,,,Abundance Low
YOL034W,SMC5,,,,,Abundance Low,,,,,Abundance Low
YOL038W,PRE6,1009,45.72093473,12.375,-2.656886061,,548,36.44490826,12.455,-1.374099643,
YOL039W,RPP2A,103.5,21.98705522,25.07,1.202771121,,64.72357475,22.03027888,,,
YOL041C,NOP12,446.5,29.44649633,15.76,-1.119143709,,270,27.78657081,13.425,-1.489253547,
YOL042W,NGL1,,,,,Abundance Low,,,,,Abundance Low
YOL043C,NTG2,,,,,Abundance Low,,,,,Abundance Low
YOL044W,PEX15,,,,,Abundance Low,,,,,Abundance Low
YOL045W,PSK2,56.5,21.48217066,,,,,,,,Abundance Low
YOL047C,,,,,,Abundance Low,,,,,Abundance Low
YOL048C,,,,,,Abundance Low,117.2305135,22.9447414,16.41,0.13334352,
YOL049W,GSH2,,,,,Abundance Low,,,,,Abundance Low
YOL051W,GAL11,57.5,21.49597398,25.235,-2.262873904,,,,,,Abundance Low
YOL052C,SPE2,623,33.87777929,15.52,-0.482610618,,437,32.72819739,15.005,0.913972813,
YOL052C-A,DDR2,,,,,Abundance Low,,,,,Abundance Low
YOL054W,PSH1,,,,,Abundance Low,,,,,Abundance Low
YOL055C,THI20,,,,,Failed QC/Abundance Low,,,,,Abundance Low
YOL056W,GPM3,155.5,23.02471735,19.95,-0.833926998,,122.5,24.15417515,15.605,-0.738814865,
YOL057W,,171.5,23.32623673,19.115,-1.415541461,,62.5,22.66438576,,,
YOL058W,ARG1,90.5,21.96549476,38.08,13.42555556,,11512,463.1199727,14.415,2.617336713,
YOL059W,GPD2,953,44.0263663,15.465,0.345080695,,1167,57.94396866,14.705,1.72264085,
YOL060C,MAM3,127.5,22.34572361,22.69,0.052319255,,123.1828833,23.0953992,16.105,-0.10708129,
YOL061W,PRS5,496,30.7329191,14.29,-2.340623745,,289,28.08201023,15,0.186849945,
YOL062C,APM4,,,,,Abundance Low,,,,,Abundance Low
YOL064C,MET22,289.5,25.69709939,18.86,0.566758162,,435.5,32.80480296,14.79,0.703440343,
YOL066C,RIB2,54.5,21.45686927,,,,57.5,22.58156982,,,
YOL067C,RTG1,354.5,27.1804159,17.385,-0.24877994,,261.8906335,26.28845558,15.62,0.841597773,
YOL068C,HST1,,,,,Abundance Low,,,,,Abundance Low
YOL069W,NUF2,58.5,21.50888232,,,,,,,,Abundance Low
YOL070C,,153.5,22.98956058,22.705,1.613372899,,131.5,24.09173037,,,
YOL071W,EMI5,,,,,Abundance Low,100.8121318,22.61120586,16.45,-0.036606468,
YOL072W,THP1,,,,,Abundance Low,,,,,Abundance Low
YOL076W,MDM20,504,30.61393392,,,,370,30.56173919,13.575,-0.778054948,
YOL077C,BRX1,573.5,32.82324715,14.485,-1.710756643,,398,31.66769316,12.875,-1.367627576,
YOL077W-A,ATP19,145,22.84136599,23.675,2.468353943,,240.5,25.85941491,19.055,3.370665184,
YOL080C,REX4,51.5,21.41563514,,,,,,,,Abundance Low
YOL081W,IRA2,68.5,21.64607393,27.01,0.69125,,75.47872,22.18163033,17.505,0.170614789,
YOL082W,ATG19,,,,,Abundance Low,,,,,Abundance Low
YOL084W,PHM7,,,,,Abundance Low,,,,,Abundance Low
YOL087C,,58.5,21.5089377,,,,119.5,23.86237741,16.255,-0.535125124,
YOL088C,MPD2,92,21.98643215,24.3,0.363750054,,,,,,Abundance Low
YOL089C,HAL9,,,,,Abundance Low,,,,,Abundance Low
YOL090W,MSH2,114,22.33031175,22.985,0.006081511,,71.5,22.8506899,18.185,-0.32181957,
YOL092W,,666.5,35.08048374,16.97,1.031346663,,406,30.17694867,16.435,2.028113023,
YOL093W,TRM10,80,21.81225463,25.46,0.419549695,,55,22.7231874,,,
YOL094C,RFC4,141.5,22.79232859,,,,64,33.01880782,18.14,-0.269924307,
YOL096C,COQ3,,,,,Abundance Low,,,,,Abundance Low
YOL097C,WRS1,943.5,43.72763143,13.56,-1.576006154,,836,46.31911108,11.33,-1.976360565,
YOL098C,,430.5,29.04097822,15.77,-1.23459728,,384.5,30.86607648,13.335,-1.029780244,
YOL100W,PKH2,,,,,Abundance Low,,,,,Abundance Low
YOL101C,IZH4,,,,,Abundance Low,,,,,Abundance Low
YOL102C,TPT1,,,,,Abundance Low,,,,,Abundance Low
YOL103W,ITR2,66.5,21.44891481,,,,,,,,Abundance Low
YOL105C,WSC3,52,21.2620598,,,,56.5,21.93883611,,,
YOL107W,,,,,,Abundance Low,58.5,21.86553525,,,
YOL108C,INO4,,,,,Abundance Low,54.68958675,21.80522686,17.54,-0.517808663,
YOL111C,,429.5,29.02464786,15.295,-1.731880132,,433,32.75017746,12.64,-1.464557052,
YOL112W,MSB4,,,,,Abundance Low,,,,,Abundance Low
YOL113W,SKM1,,,,,Abundance Low,,,,,Abundance Low
YOL115W,TRF4,80.5,21.81682805,27.46,2.419549695,,54,22.39014292,,,
YOL116W,MSN1,,,,,Abundance Low,,,,,Abundance Low
YOL117W,RRI2,,,,,Abundance Low,,,,,Failed QC
YOL121C,RPS19A,1728,69.2163985,13.675,-0.466173534,,1220.5,60.69860158,10.395,-2.565298851,
YOL123W,HRP1,,,,,Abundance Low,,,,,Abundance Low
YOL124C,,163.5,23.17252333,21.81,1.238641721,,87,23.37963406,16.985,-0.408555387,
YOL125W,,,,,,Abundance Low,,,,,Abundance Low
YOL126C,MDH2,591.5,32.97578515,27.18,10.71174942,,539,36.49144999,19.57,5.702033112,
YOL129W,VPS68,132.5,22.64919498,24.7,2.850213755,,176.1082038,24.15745203,21.32,5.86534213,
YOL130W,ALR1,79,21.62575724,24.085,-2.412429281,,,,,,Abundance Low
YOL134C,,67,21.62618414,25.57,-1.370537203,,86.720223,22.40562208,17.095,0.11982013,
YOL135C,MED7,,,,,Abundance Low,,,,,Abundance Low
YOL136C,PFK27,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YOL137W,BSC6,,,,,Abundance Low,,,,,Abundance Low
YOL138C,,,,,,Abundance Low,,,,,Abundance Low
YOL139C,CDC33,4516.5,163.491705,11.555,-1.531414515,,3427,144.6038475,,,
YOL140W,ARG8,,,,,Abundance Low,1510.5,71.04635007,15.645,2.86047739,
YOL141W,PPM2,59,21.51662083,24.05,-3.02444985,,,,,,Abundance Low
YOL142W,RRP40,303.5,26.03404011,19.045,0.72230762,,156,24.95958381,15.46,-0.305675798,
YOL143C,RIB4,203.5,23.68214074,36.7,16.45310625,,244.9689,26.17807538,26.495,11.80716516,
YOL144W,NOP8,3142,116.5295105,43.705,30.17153975,,4423.5,184.0442881,27.865,15.72936166,
YOL145C,CTR9,326.5,26.52680416,17.37,-0.449664298,,254.5,27.21939708,14.875,-0.206582572,
YOL147C,PEX11,75,21.57976775,25.095,-1.912064316,,120.5,22.99712961,21.045,2.81777896,
YOL148C,SPT20,,,,,Abundance Low,,,,,Abundance Low
YOL149W,DCP1,148.5,22.90213473,20.805,-0.520833333,,120.5,24.15566282,16.06,-0.492961852,
YOL150C,,,,,,Abundance Low,,,,,Abundance Low
YOL151W,GRE2,171,23.30203024,32.835,12.27730769,,102,23.7113556,24.105,6.938382383,
YOL154W,ZPS1,,,,,Abundance Low,,,,,Abundance Low
YOL159C-A,,,,,,Abundance Low,,,,,Abundance Low
YOR001W,RRP6,98.5,22.08545522,20.315,-3.06836814,,60,22.62509594,,,
YOR002W,ALG6,78,21.79053489,,,,78.5,23.00652679,22.86,4.610702377,
YOR004W,,140.5,22.76717512,,,,143,24.65249375,14.925,-1.217321432,
YOR006C,,106.5,22.20975633,22.69,0.102198884,,76.5,23.17775924,17.63,0.080633743,
YOR007C,SGT2,488,30.52411991,16.615,-0.124610608,,395.5,31.70258443,13.535,-0.707627576,
YOR008C,SLG1,344.5,26.6633191,16.07,-1.740211829,,229,25.44834865,14.845,-1.064582422,
YOR014W,RTS1,352.5,27.13975748,14.97,-2.703212292,,284,27.91868732,14.795,-0.060012655,
YOR016C,ERP4,411,28.24158065,15.665,-1.655297435,,253,26.12281141,14.88,-0.603892841,
YOR017W,PET127,,,,,Abundance Low,93.75085925,22.51842775,16.27,-0.465870399,
YOR018W,ROD1,83.5,21.86199193,24.3,-0.6080757,,59,22.58590012,,,
YOR022C,,,,,,Abundance Low,,,,,Abundance Low
YOR023C,AHC1,,,,,Abundance Low,,,,,Abundance Low
YOR025W,HST3,,,,,Abundance Low,,,,,Abundance Low
YOR026W,BUB3,,,,,Abundance Low,,,,,Abundance Low
YOR027W,STI1,3996.5,145.6746506,14.29,1.085040458,,2273.5,99.2770588,12.85,0.353272023,
YOR028C,CIN5,,,,,Abundance Low,,,,,Abundance Low
YOR033C,EXO1,,,,,Abundance Low,,,,,Abundance Low
YOR034C,AKR2,,,,,Abundance Low,,,,,Abundance Low
YOR035C,SHE4,,,,,Abundance Low,,,,,Abundance Low
YOR037W,CYC2,,,,,Abundance Low,,,,,Abundance Low
YOR038C,HIR2,,,,,Abundance Low,,,,,Abundance Low
YOR039W,CKB2,258,25.0157114,17.65,-1.100196298,,211,26.29896748,13.595,-1.696095433,
YOR040W,GLO4,,,,,Abundance Low,,,,,Abundance Low
YOR042W,CUE5,297.5,25.9129593,17.435,-0.727412512,,285.5,27.08538362,15.215,0.092607584,
YOR043W,WHI2,70,21.66707257,26.17,-0.327429281,,86,23.12556692,17.77,-0.207596358,
YOR044W,,63,21.57014665,,,,131.1319013,23.22279267,15.71,-0.315234172,
YOR045W,TOM6,,,0,0,Abundance Low,,,,,Abundance Low
YOR046C,DBP5,604.5,33.68269544,14.11,-1.990934973,,444.5,32.67205654,13.165,-0.938044215,
YOR048C,RAT1,155.5,23.02890773,24.675,3.417798637,,72.5,22.89384888,18.565,0.155075693,
YOR051C,,271.5,25.32644227,18.53,0.028787787,,140,24.55928325,15.375,-0.918197268,
YOR052C,,,,,,Abundance Low,,,,,Abundance Low
YOR056C,NOB1,503,30.91714195,,,,349,30.09527046,,,
YOR057W,SGT1,,,,,Failed QC,83,23.02545424,18.555,0.392777778,
YOR058C,ASE1,,,,,Abundance Low,,,,,Abundance Low
YOR059C,,,,,,Abundance Low,,,,,Abundance Low
YOR060C,,,,,,Abundance Low,,,,,Abundance Low
YOR061W,CKA2,462,29.84741324,15.21,-1.654407999,,368.5,30.69453986,12.33,-2.044653192,
YOR062C,,,,,,Abundance Low,60.5,22.861091,17.02,-1.639822024,
YOR063W,RPL3,6974.5,247.8981299,12.875,0.153852132,,5649,231.6532606,9.545,-2.491365313,
YOR064C,YNG1,,,,,Abundance Low,,,,,Abundance Low
YOR065W,CYT1,218.5,23.96100517,27.48,7.92938369,,456.5,31.73497409,17.785,3.483122044,
YOR069W,VPS5,84,21.68928669,23.01,-2.755836775,,73.5,22.42171518,,,
YOR070C,GYP1,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YOR073W,SGO1,,,,,Abundance Low,,,,,Abundance Low
YOR074C,CDC21,,,,,Failed QC,,,,,Failed QC
YOR075W,UFE1,62,21.56177819,27.245,-0.252873904,,76.5,22.20470303,,,
YOR076C,SKI7,,,,,Abundance Low,,,,,Abundance Low
YOR077W,RTS2,,,,,Abundance Low,95.5,23.56689255,16.485,-0.695071931,
YOR078W,BUD21,,,,,Abundance Low,,,18.41,-0.357361283,Abundance Low
YOR081C,STC2,,,,,Abundance Low,75,31.56098117,,,
YOR083W,WHI5,62.5,21.56474757,23.9,-3.524926019,,73.5,23.09492083,16.205,-1.512645552,
YOR084W,,,,,,Abundance Low,,,,,Abundance Low
YOR085W,OST3,,,,,Abundance Low,,,,,Abundance Low
YOR086C,TCB1,438.5,29.24234229,17.715,0.71356465,,509,34.81524151,12.74,-1.204863494,
YOR087W,YVC1,140,22.75588363,24.44,2.936152056,,169,25.21998445,15.625,-0.093654514,
YOR089C,VPS21,811,39.30474946,13.7,-1.770841193,,585,35.86754472,,,
YOR091W,,,,,,Abundance Low,,,,,Abundance Low
YOR092W,ECM3,,,,,Abundance Low,,,,,Abundance Low
YOR094W,ARF3,285.5,25.33771657,20.38,1.720217741,,208,24.92229944,17.35,1.222785912,
YOR095C,RKI1,239.5,24.63793507,20.805,1.713841658,,116.5,23.3183131,18.705,1.203614411,
YOR098C,NUP1,176,23.39977505,20.575,0.240720472,,97.4004535,22.74702837,17.93,1.083980968,
YOR099W,KTR1,152,22.7475979,19.845,-1.695607008,,54.5,21.82525381,,,
YOR101W,RAS1,94,21.8427487,23.22,-1.233611752,,,,,,Abundance Low
YOR104W,PIN2,150,22.92790651,21.67,0.578372899,,127.5,24.25674867,15.845,-0.399056419,
YOR107W,RGS2,,,,,Abundance Low,,,,,Abundance Low
YOR108W,LEU9,498,30.78479605,17.455,0.89016371,,757.5,42.9410422,14.335,0.897848407,
YOR109W,INP53,219.5,24.23011103,18.945,-0.348396443,,202,25.83071904,15.165,-0.405149332,
YOR110W,TFC7,,,,,Abundance Low,51.5,22.67720441,,,
YOR112W,,161.5,23.1329055,17.97,-2.57408685,,130.5,24.04404191,16.605,-0.006887445,
YOR113W,AZF1,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YOR115C,TRS33,,,,,Abundance Low,55,21.82175488,,,
YOR116C,RPO31,371.5,27.59139021,18.71,1.250965875,,222,27.02420172,16.625,1.263598314,
YOR117W,RPT5,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YOR118W,,75.5,21.74567454,24.735,-0.876545315,,63.5,22.65365353,18.705,-0.008011393,
